,0
5359,-1
5360,-1
5361,476
5362,236
5363,-1
5364,347
5365,738
5366,-1
5367,758
5368,640
5369,-1
5370,-1
5371,188
5372,-1
5373,818
5374,211
5375,109
5376,-1
5377,205
5378,748
5379,-1
5380,184
5381,-1
5382,-1
5383,-1
5384,731
5385,324
5386,728
5387,402
5388,-1
5389,640
5390,676
5391,-1
5392,211
5393,211
5394,-1
5395,403
5396,709
5397,73
5398,808
5399,808
5400,328
5401,757
5402,346
5403,683
5404,-1
5405,757
5406,757
5407,337
5408,-1
5409,162
5410,-1
5411,757
5412,367
5413,-1
5414,-1
5415,-1
5416,549
5417,-1
5418,670
5419,-1
5420,-1
5421,157
5422,-1
5423,602
5424,238
5425,-1
5426,438
5427,442
5428,102
5429,751
5430,-1
5431,424
5432,-1
5433,-1
5434,732
5435,9
5436,471
5437,-1
5438,-1
5439,471
5440,-1
5441,-1
5442,-1
5443,763
5444,164
5445,108
5446,-1
5447,377
5448,562
5449,99
5450,99
5451,-1
5452,757
5453,315
5454,-1
5455,-1
5456,100
5457,-1
5458,-1
5459,-1
5460,-1
5461,100
5462,-1
5463,99
5464,-1
5465,-1
5466,517
5467,121
5468,-1
5469,97
5470,206
5471,206
5472,-1
5473,-1
5474,98
5475,-1
5476,-1
5477,-1
5478,-1
5479,740
5480,-1
5481,-1
5482,-1
5483,607
5484,-1
5485,554
5486,754
5487,-1
5488,-1
5489,520
5490,-1
5491,528
5492,528
5493,-1
5494,-1
5495,825
5496,825
5497,78
5498,367
5499,286
5500,179
5501,685
5502,-1
5503,304
5504,26
5505,416
5506,12
5507,455
5508,715
5509,700
5510,-1
5511,127
5512,90
5513,90
5514,-1
5515,127
5516,519
5517,147
5518,-1
5519,228
5520,-1
5521,716
5522,613
5523,627
5524,547
5525,160
5526,-1
5527,188
5528,365
5529,757
5530,552
5531,-1
5532,-1
5533,659
5534,277
5535,-1
5536,719
5537,205
5538,-1
5539,205
5540,361
5541,215
5542,-1
5543,-1
5544,204
5545,215
5546,-1
5547,754
5548,-1
5549,-1
5550,851
5551,379
5552,119
5553,394
5554,-1
5555,394
5556,-1
5557,-1
5558,-1
5559,-1
5560,255
5561,-1
5562,-1
5563,30
5564,30
5565,769
5566,190
5567,712
5568,-1
5569,-1
5570,-1
5571,441
5572,-1
5573,30
5574,29
5575,716
5576,29
5577,-1
5578,-1
5579,-1
5580,-1
5581,-1
5582,-1
5583,219
5584,158
5585,749
5586,219
5587,-1
5588,399
5589,514
5590,555
5591,-1
5592,-1
5593,515
5594,631
5595,592
5596,5
5597,-1
5598,773
5599,-1
5600,392
5601,-1
5602,429
5603,-1
5604,-1
5605,709
5606,718
5607,135
5608,-1
5609,755
5610,-1
5611,-1
5612,76
5613,-1
5614,-1
5615,97
5616,499
5617,-1
5618,751
5619,-1
5620,-1
5621,-1
5622,-1
5623,-1
5624,-1
5625,-1
5626,-1
5627,57
5628,57
5629,273
5630,-1
5631,391
5632,57
5633,58
5634,-1
5635,141
5636,683
5637,-1
5638,257
5639,277
5640,-1
5641,-1
5642,-1
5643,-1
5644,58
5645,-1
5646,-1
5647,-1
5648,-1
5649,210
5650,278
5651,-1
5652,224
5653,-1
5654,-1
5655,718
5656,683
5657,718
5658,31
5659,31
5660,-1
5661,-1
5662,-1
5663,611
5664,-1
5665,-1
5666,-1
5667,143
5668,718
5669,-1
5670,-1
5671,-1
5672,-1
5673,-1
5674,-1
5675,365
5676,-1
5677,-1
5678,-1
5679,390
5680,-1
5681,-1
5682,390
5683,-1
5684,324
5685,-1
5686,-1
5687,-1
5688,774
5689,-1
5690,-1
5691,642
5692,-1
5693,516
5694,352
5695,-1
5696,-1
5697,-1
5698,-1
5699,-1
5700,-1
5701,-1
5702,713
5703,227
5704,162
5705,162
5706,-1
5707,679
5708,-1
5709,788
5710,679
5711,-1
5712,-1
5713,-1
5714,162
5715,463
5716,-1
5717,-1
5718,396
5719,435
5720,435
5721,-1
5722,-1
5723,252
5724,252
5725,-1
5726,-1
5727,-1
5728,435
5729,-1
5730,-1
5731,139
5732,502
5733,502
5734,619
5735,-1
5736,-1
5737,616
5738,128
5739,679
5740,-1
5741,287
5742,833
5743,849
5744,466
5745,611
5746,-1
5747,410
5748,158
5749,746
5750,794
5751,673
5752,-1
5753,-1
5754,625
5755,-1
5756,743
5757,810
5758,535
5759,34
5760,326
5761,-1
5762,-1
5763,-1
5764,-1
5765,335
5766,-1
5767,-1
5768,252
5769,452
5770,648
5771,56
5772,56
5773,450
5774,515
5775,-1
5776,491
5777,-1
5778,646
5779,450
5780,450
5781,336
5782,-1
5783,451
5784,-1
5785,724
5786,724
5787,-1
5788,530
5789,-1
5790,578
5791,207
5792,451
5793,685
5794,184
5795,374
5796,-1
5797,-1
5798,22
5799,652
5800,22
5801,22
5802,609
5803,657
5804,193
5805,-1
5806,-1
5807,-1
5808,648
5809,-1
5810,105
5811,105
5812,105
5813,-1
5814,68
5815,113
5816,327
5817,327
5818,267
5819,266
5820,-1
5821,265
5822,267
5823,265
5824,-1
5825,-1
5826,-1
5827,-1
5828,518
5829,-1
5830,-1
5831,-1
5832,-1
5833,551
5834,327
5835,580
5836,329
5837,347
5838,-1
5839,387
5840,596
5841,596
5842,596
5843,596
5844,634
5845,-1
5846,-1
5847,639
5848,-1
5849,420
5850,542
5851,489
5852,-1
5853,369
5854,616
5855,639
5856,-1
5857,-1
5858,352
5859,596
5860,426
5861,-1
5862,550
5863,746
5864,346
5865,313
5866,-1
5867,-1
5868,-1
5869,-1
5870,-1
5871,713
5872,-1
5873,-1
5874,-1
5875,-1
5876,-1
5877,786
5878,578
5879,-1
5880,-1
5881,16
5882,490
5883,396
5884,5
5885,-1
5886,634
5887,120
5888,396
5889,-1
5890,-1
5891,-1
5892,-1
5893,432
5894,433
5895,432
5896,432
5897,432
5898,743
5899,428
5900,631
5901,-1
5902,432
5903,533
5904,-1
5905,-1
5906,681
5907,760
5908,-1
5909,140
5910,760
5911,-1
5912,-1
5913,347
5914,106
5915,197
5916,197
5917,197
5918,792
5919,-1
5920,646
5921,-1
5922,713
5923,550
5924,-1
5925,-1
5926,-1
5927,214
5928,-1
5929,221
5930,-1
5931,-1
5932,11
5933,11
5934,11
5935,-1
5936,471
5937,653
5938,-1
5939,12
5940,11
5941,-1
5942,-1
5943,-1
5944,372
5945,8
5946,558
5947,-1
5948,784
5949,471
5950,240
5951,808
5952,-1
5953,716
5954,716
5955,-1
5956,716
5957,-1
5958,716
5959,716
5960,75
5961,715
5962,-1
5963,-1
5964,434
5965,-1
5966,719
5967,-1
5968,-1
5969,-1
5970,434
5971,-1
5972,-1
5973,-1
5974,716
5975,197
5976,-1
5977,-1
5978,750
5979,-1
5980,-1
5981,12
5982,-1
5983,679
5984,-1
5985,627
5986,720
5987,141
5988,-1
5989,772
5990,-1
5991,142
5992,-1
5993,265
5994,539
5995,-1
5996,545
5997,350
5998,-1
5999,-1
6000,-1
6001,-1
6002,-1
6003,416
6004,-1
6005,125
6006,-1
6007,-1
6008,125
6009,180
6010,717
6011,660
6012,485
6013,302
6014,-1
6015,-1
6016,473
6017,591
6018,421
6019,603
6020,555
6021,592
6022,339
6023,232
6024,-1
6025,724
6026,-1
6027,-1
6028,-1
6029,-1
6030,-1
6031,-1
6032,504
6033,-1
6034,125
6035,849
6036,597
6037,-1
6038,515
6039,-1
6040,663
6041,71
6042,445
6043,-1
6044,561
6045,-1
6046,-1
6047,-1
6048,-1
6049,847
6050,298
6051,782
6052,-1
6053,125
6054,298
6055,-1
6056,296
6057,333
6058,293
6059,-1
6060,-1
6061,-1
6062,293
6063,-1
6064,559
6065,-1
6066,610
6067,305
6068,758
6069,362
6070,-1
6071,362
6072,362
6073,208
6074,758
6075,-1
6076,260
6077,-1
6078,652
6079,652
6080,-1
6081,123
6082,226
6083,-1
6084,739
6085,123
6086,-1
6087,366
6088,340
6089,-1
6090,-1
6091,416
6092,567
6093,371
6094,162
6095,39
6096,-1
6097,-1
6098,-1
6099,-1
6100,-1
6101,848
6102,344
6103,238
6104,239
6105,835
6106,409
6107,234
6108,239
6109,788
6110,801
6111,-1
6112,-1
6113,-1
6114,233
6115,740
6116,303
6117,-1
6118,465
6119,231
6120,-1
6121,-1
6122,381
6123,-1
6124,-1
6125,-1
6126,-1
6127,-1
6128,698
6129,-1
6130,-1
6131,836
6132,836
6133,-1
6134,836
6135,836
6136,836
6137,837
6138,836
6139,-1
6140,-1
6141,-1
6142,837
6143,-1
6144,836
6145,-1
6146,710
6147,837
6148,-1
6149,837
6150,837
6151,489
6152,837
6153,837
6154,837
6155,837
6156,837
6157,432
6158,-1
6159,432
6160,776
6161,-1
6162,-1
6163,-1
6164,691
6165,-1
6166,780
6167,287
6168,-1
6169,-1
6170,835
6171,392
6172,-1
6173,202
6174,702
6175,369
6176,-1
6177,388
6178,-1
6179,837
6180,556
6181,176
6182,337
6183,150
6184,545
6185,-1
6186,816
6187,287
6188,599
6189,354
6190,409
6191,-1
6192,-1
6193,-1
6194,-1
6195,702
6196,216
6197,-1
6198,-1
6199,93
6200,-1
6201,92
6202,92
6203,338
6204,770
6205,480
6206,487
6207,-1
6208,648
6209,-1
6210,-1
6211,-1
6212,-1
6213,766
6214,321
6215,116
6216,-1
6217,277
6218,-1
6219,753
6220,286
6221,832
6222,371
6223,-1
6224,216
6225,320
6226,-1
6227,588
6228,-1
6229,-1
6230,-1
6231,729
6232,157
6233,-1
6234,289
6235,289
6236,289
6237,-1
6238,-1
6239,-1
6240,86
6241,83
6242,-1
6243,-1
6244,-1
6245,-1
6246,80
6247,81
6248,-1
6249,88
6250,-1
6251,-1
6252,-1
6253,81
6254,-1
6255,536
6256,-1
6257,-1
6258,86
6259,88
6260,-1
6261,-1
6262,81
6263,168
6264,79
6265,389
6266,210
6267,-1
6268,242
6269,-1
6270,224
6271,388
6272,695
6273,387
6274,-1
6275,23
6276,479
6277,79
6278,239
6279,-1
6280,-1
6281,-1
6282,-1
6283,81
6284,507
6285,294
6286,-1
6287,-1
6288,-1
6289,471
6290,-1
6291,-1
6292,826
6293,461
6294,6
6295,-1
6296,-1
6297,66
6298,-1
6299,66
6300,65
6301,63
6302,-1
6303,-1
6304,66
6305,-1
6306,76
6307,1
6308,-1
6309,-1
6310,638
6311,-1
6312,-1
6313,-1
6314,68
6315,68
6316,731
6317,-1
6318,-1
6319,75
6320,339
6321,731
6322,-1
6323,459
6324,-1
6325,-1
6326,-1
6327,77
6328,714
6329,77
6330,346
6331,430
6332,-1
6333,430
6334,-1
6335,-1
6336,716
6337,87
6338,-1
6339,627
6340,663
6341,517
6342,690
6343,722
6344,470
6345,470
6346,470
6347,76
6348,470
6349,765
6350,270
6351,138
6352,87
6353,189
6354,212
6355,-1
6356,568
6357,101
6358,62
6359,62
6360,763
6361,-1
6362,383
6363,704
6364,87
6365,353
6366,753
6367,550
6368,349
6369,300
6370,517
6371,-1
6372,-1
6373,-1
6374,-1
6375,207
6376,390
6377,-1
6378,226
6379,653
6380,672
6381,482
6382,286
6383,374
6384,-1
6385,-1
6386,-1
6387,-1
6388,8
6389,-1
6390,-1
6391,305
6392,592
6393,672
6394,-1
6395,101
6396,502
6397,-1
6398,-1
6399,87
6400,482
6401,-1
6402,505
6403,495
6404,-1
6405,726
6406,402
6407,87
6408,87
6409,-1
6410,515
6411,844
6412,-1
6413,834
6414,-1
6415,89
6416,-1
6417,542
6418,317
6419,317
6420,-1
6421,84
6422,316
6423,316
6424,-1
6425,-1
6426,651
6427,-1
6428,615
6429,772
6430,-1
6431,-1
6432,316
6433,316
6434,-1
6435,587
6436,-1
6437,81
6438,-1
6439,700
6440,395
6441,395
6442,395
6443,-1
6444,743
6445,622
6446,735
6447,558
6448,-1
6449,-1
6450,-1
6451,622
6452,-1
6453,-1
6454,-1
6455,415
6456,618
6457,618
6458,659
6459,618
6460,618
6461,709
6462,688
6463,-1
6464,445
6465,445
6466,459
6467,307
6468,583
6469,-1
6470,-1
6471,58
6472,698
6473,181
6474,-1
6475,-1
6476,315
6477,315
6478,315
6479,347
6480,315
6481,-1
6482,-1
6483,241
6484,216
6485,-1
6486,-1
6487,-1
6488,765
6489,140
6490,-1
6491,-1
6492,192
6493,325
6494,636
6495,534
6496,235
6497,-1
6498,315
6499,330
6500,764
6501,764
6502,239
6503,-1
6504,-1
6505,-1
6506,218
6507,237
6508,-1
6509,-1
6510,-1
6511,-1
6512,-1
6513,237
6514,-1
6515,-1
6516,-1
6517,-1
6518,-1
6519,-1
6520,-1
6521,-1
6522,-1
6523,0
6524,0
6525,0
6526,0
6527,346
6528,359
6529,-1
6530,-1
6531,741
6532,557
6533,404
6534,412
6535,286
6536,404
6537,-1
6538,717
6539,549
6540,549
6541,-1
6542,746
6543,341
6544,748
6545,-1
6546,688
6547,713
6548,847
6549,410
6550,406
6551,120
6552,-1
6553,600
6554,-1
6555,412
6556,148
6557,356
6558,538
6559,-1
6560,769
6561,510
6562,-1
6563,-1
6564,245
6565,245
6566,217
6567,217
6568,217
6569,217
6570,217
6571,217
6572,-1
6573,324
6574,324
6575,853
6576,341
6577,-1
6578,620
6579,171
6580,-1
6581,-1
6582,-1
6583,-1
6584,-1
6585,784
6586,-1
6587,428
6588,792
6589,64
6590,-1
6591,555
6592,563
6593,-1
6594,-1
6595,91
6596,743
6597,-1
6598,91
6599,-1
6600,92
6601,-1
6602,91
6603,93
6604,-1
6605,-1
6606,-1
6607,-1
6608,-1
6609,-1
6610,-1
6611,-1
6612,-1
6613,-1
6614,-1
6615,-1
6616,-1
6617,-1
6618,-1
6619,682
6620,-1
6621,-1
6622,-1
6623,-1
6624,733
6625,733
6626,733
6627,642
6628,-1
6629,735
6630,676
6631,357
6632,427
6633,427
6634,-1
6635,604
6636,749
6637,67
6638,67
6639,67
6640,128
6641,-1
6642,616
6643,97
6644,-1
6645,96
6646,315
6647,425
6648,-1
6649,509
6650,594
6651,-1
6652,-1
6653,453
6654,453
6655,91
6656,91
6657,-1
6658,19
6659,457
6660,457
6661,194
6662,-1
6663,-1
6664,-1
6665,841
6666,95
6667,134
6668,644
6669,372
6670,50
6671,501
6672,501
6673,501
6674,501
6675,-1
6676,-1
6677,-1
6678,-1
6679,-1
6680,501
6681,-1
6682,-1
6683,-1
6684,-1
6685,501
6686,-1
6687,-1
6688,-1
6689,226
6690,226
6691,-1
6692,-1
6693,82
6694,674
6695,633
6696,-1
6697,740
6698,158
6699,158
6700,464
6701,635
6702,-1
6703,512
6704,523
6705,-1
6706,700
6707,-1
6708,175
6709,175
6710,226
6711,476
6712,634
6713,-1
6714,175
6715,175
6716,-1
6717,-1
6718,-1
6719,-1
6720,-1
6721,-1
6722,14
6723,90
6724,363
6725,808
6726,-1
6727,570
6728,-1
6729,-1
6730,267
6731,-1
6732,-1
6733,730
6734,-1
6735,-1
6736,247
6737,247
6738,245
6739,-1
6740,-1
6741,10
6742,10
6743,783
6744,-1
6745,-1
6746,454
6747,683
6748,249
6749,500
6750,611
6751,756
6752,671
6753,663
6754,-1
6755,-1
6756,-1
6757,104
6758,551
6759,-1
6760,-1
6761,562
6762,-1
6763,-1
6764,-1
6765,163
6766,-1
6767,164
6768,-1
6769,707
6770,164
6771,345
6772,519
6773,325
6774,84
6775,123
6776,584
6777,123
6778,-1
6779,123
6780,123
6781,135
6782,135
6783,389
6784,389
6785,123
6786,546
6787,-1
6788,-1
6789,5
6790,8
6791,-1
6792,171
6793,133
6794,123
6795,347
6796,711
6797,425
6798,425
6799,425
6800,211
6801,552
6802,447
6803,224
6804,-1
6805,425
6806,-1
6807,345
6808,-1
6809,-1
6810,110
6811,227
6812,304
6813,488
6814,639
6815,-1
6816,-1
6817,657
6818,562
6819,724
6820,260
6821,-1
6822,748
6823,748
6824,713
6825,-1
6826,566
6827,642
6828,518
6829,656
6830,191
6831,14
6832,758
6833,758
6834,758
6835,-1
6836,-1
6837,770
6838,-1
6839,653
6840,79
6841,31
6842,-1
6843,335
6844,-1
6845,-1
6846,-1
6847,583
6848,-1
6849,-1
6850,475
6851,-1
6852,474
6853,830
6854,-1
6855,-1
6856,700
6857,742
6858,-1
6859,710
6860,577
6861,665
6862,-1
6863,340
6864,559
6865,192
6866,-1
6867,852
6868,852
6869,852
6870,486
6871,-1
6872,512
6873,213
6874,348
6875,-1
6876,-1
6877,-1
6878,-1
6879,474
6880,474
6881,474
6882,474
6883,474
6884,474
6885,210
6886,460
6887,474
6888,-1
6889,26
6890,419
6891,474
6892,-1
6893,-1
6894,462
6895,-1
6896,474
6897,-1
6898,-1
6899,-1
6900,385
6901,-1
6902,385
6903,385
6904,385
6905,-1
6906,-1
6907,-1
6908,-1
6909,481
6910,115
6911,652
6912,350
6913,-1
6914,-1
6915,-1
6916,-1
6917,196
6918,828
6919,671
6920,657
6921,711
6922,-1
6923,827
6924,711
6925,658
6926,273
6927,711
6928,-1
6929,197
6930,391
6931,592
6932,325
6933,-1
6934,672
6935,852
6936,-1
6937,625
6938,-1
6939,282
6940,-1
6941,-1
6942,-1
6943,75
6944,-1
6945,340
6946,664
6947,-1
6948,-1
6949,556
6950,390
6951,86
6952,-1
6953,446
6954,-1
6955,777
6956,518
6957,705
6958,-1
6959,-1
6960,501
6961,292
6962,671
6963,-1
6964,-1
6965,315
6966,708
6967,-1
6968,218
6969,-1
6970,-1
6971,170
6972,735
6973,231
6974,231
6975,459
6976,267
6977,-1
6978,710
6979,-1
6980,533
6981,-1
6982,685
6983,-1
6984,282
6985,18
6986,-1
6987,-1
6988,-1
6989,-1
6990,292
6991,575
6992,-1
6993,735
6994,-1
6995,-1
6996,357
6997,-1
6998,-1
6999,777
7000,735
7001,735
7002,365
7003,301
7004,301
7005,131
7006,444
7007,-1
7008,518
7009,-1
7010,297
7011,322
7012,461
7013,-1
7014,373
7015,370
7016,772
7017,585
7018,231
7019,-1
7020,602
7021,-1
7022,-1
7023,-1
7024,-1
7025,-1
7026,321
7027,-1
7028,725
7029,551
7030,674
7031,589
7032,796
7033,710
7034,-1
7035,9
7036,-1
7037,-1
7038,223
7039,317
7040,-1
7041,796
7042,-1
7043,243
7044,795
7045,795
7046,795
7047,-1
7048,8
7049,731
7050,626
7051,380
7052,380
7053,670
7054,330
7055,422
7056,-1
7057,268
7058,750
7059,796
7060,-1
7061,563
7062,346
7063,-1
7064,332
7065,380
7066,-1
7067,645
7068,646
7069,544
7070,333
7071,-1
7072,241
7073,402
7074,582
7075,591
7076,773
7077,532
7078,-1
7079,-1
7080,594
7081,447
7082,-1
7083,-1
7084,-1
7085,-1
7086,514
7087,690
7088,280
7089,-1
7090,646
7091,6
7092,-1
7093,-1
7094,666
7095,666
7096,-1
7097,98
7098,621
7099,-1
7100,-1
7101,-1
7102,-1
7103,-1
7104,-1
7105,-1
7106,849
7107,-1
7108,520
7109,389
7110,363
7111,-1
7112,675
7113,-1
7114,-1
7115,544
7116,-1
7117,827
7118,-1
7119,327
7120,-1
7121,343
7122,-1
7123,-1
7124,26
7125,646
7126,-1
7127,-1
7128,327
7129,770
7130,244
7131,654
7132,466
7133,-1
7134,406
7135,445
7136,383
7137,-1
7138,736
7139,304
7140,199
7141,327
7142,103
7143,189
7144,719
7145,496
7146,-1
7147,713
7148,713
7149,131
7150,131
7151,129
7152,130
7153,129
7154,129
7155,129
7156,130
7157,129
7158,129
7159,130
7160,129
7161,129
7162,782
7163,598
7164,369
7165,-1
7166,671
7167,721
7168,769
7169,158
7170,158
7171,-1
7172,192
7173,183
7174,-1
7175,715
7176,-1
7177,158
7178,587
7179,580
7180,9
7181,632
7182,180
7183,311
7184,779
7185,-1
7186,574
7187,422
7188,694
7189,422
7190,-1
7191,574
7192,649
7193,-1
7194,-1
7195,519
7196,-1
7197,175
7198,385
7199,-1
7200,773
7201,-1
7202,503
7203,-1
7204,132
7205,329
7206,329
7207,-1
7208,76
7209,-1
7210,-1
7211,-1
7212,546
7213,-1
7214,676
7215,676
7216,110
7217,275
7218,521
7219,154
7220,677
7221,143
7222,-1
7223,-1
7224,-1
7225,716
7226,560
7227,-1
7228,19
7229,-1
7230,541
7231,683
7232,691
7233,45
7234,526
7235,526
7236,526
7237,599
7238,-1
7239,647
7240,526
7241,673
7242,787
7243,-1
7244,-1
7245,-1
7246,645
7247,455
7248,394
7249,394
7250,394
7251,-1
7252,-1
7253,526
7254,388
7255,633
7256,340
7257,849
7258,28
7259,655
7260,-1
7261,713
7262,-1
7263,745
7264,-1
7265,64
7266,64
7267,14
7268,18
7269,339
7270,354
7271,-1
7272,-1
7273,576
7274,576
7275,530
7276,124
7277,124
7278,-1
7279,127
7280,675
7281,-1
7282,-1
7283,336
7284,507
7285,641
7286,-1
7287,13
7288,-1
7289,668
7290,590
7291,-1
7292,-1
7293,-1
7294,-1
7295,-1
7296,-1
7297,291
7298,15
7299,291
7300,291
7301,763
7302,-1
7303,301
7304,301
7305,-1
7306,521
7307,-1
7308,541
7309,301
7310,534
7311,-1
7312,-1
7313,526
7314,-1
7315,520
7316,-1
7317,151
7318,2
7319,-1
7320,616
7321,-1
7322,205
7323,129
7324,-1
7325,365
7326,-1
7327,-1
7328,766
7329,776
7330,-1
7331,-1
7332,514
7333,768
7334,169
7335,-1
7336,780
7337,463
7338,463
7339,828
7340,15
7341,-1
7342,665
7343,-1
7344,607
7345,607
7346,607
7347,-1
7348,608
7349,607
7350,-1
7351,754
7352,-1
7353,719
7354,-1
7355,343
7356,-1
7357,-1
7358,63
7359,181
7360,-1
7361,-1
7362,-1
7363,-1
7364,-1
7365,738
7366,-1
7367,785
7368,-1
7369,196
7370,-1
7371,728
7372,353
7373,748
7374,629
7375,763
7376,-1
7377,-1
7378,368
7379,-1
7380,-1
7381,433
7382,-1
7383,-1
7384,-1
7385,173
7386,-1
7387,665
7388,141
7389,710
7390,334
7391,455
7392,787
7393,353
7394,421
7395,154
7396,124
7397,-1
7398,312
7399,-1
7400,11
7401,302
7402,306
7403,54
7404,-1
7405,568
7406,408
7407,-1
7408,722
7409,-1
7410,684
7411,684
7412,827
7413,-1
7414,-1
7415,-1
7416,188
7417,281
7418,-1
7419,-1
7420,36
7421,242
7422,-1
7423,227
7424,406
7425,2
7426,513
7427,624
7428,684
7429,36
7430,-1
7431,684
7432,-1
7433,-1
7434,341
7435,124
7436,124
7437,124
7438,347
7439,14
7440,67
7441,-1
7442,835
7443,537
7444,684
7445,845
7446,723
7447,-1
7448,-1
7449,-1
7450,561
7451,333
7452,-1
7453,-1
7454,-1
7455,-1
7456,-1
7457,-1
7458,12
7459,-1
7460,-1
7461,678
7462,-1
7463,-1
7464,-1
7465,100
7466,321
7467,561
7468,275
7469,-1
7470,-1
7471,-1
7472,495
7473,684
7474,594
7475,312
7476,252
7477,821
7478,852
7479,180
7480,682
7481,682
7482,704
7483,412
7484,680
7485,365
7486,384
7487,-1
7488,-1
7489,-1
7490,681
7491,-1
7492,133
7493,137
7494,110
7495,-1
7496,-1
7497,291
7498,328
7499,447
7500,-1
7501,26
7502,350
7503,373
7504,447
7505,438
7506,724
7507,-1
7508,-1
7509,-1
7510,113
7511,-1
7512,-1
7513,156
7514,302
7515,-1
7516,786
7517,174
7518,174
7519,471
7520,-1
7521,590
7522,787
7523,476
7524,568
7525,697
7526,531
7527,497
7528,106
7529,-1
7530,27
7531,615
7532,-1
7533,-1
7534,103
7535,-1
7536,531
7537,795
7538,-1
7539,755
7540,-1
7541,-1
7542,405
7543,354
7544,-1
7545,183
7546,-1
7547,-1
7548,-1
7549,779
7550,411
7551,-1
7552,759
7553,-1
7554,-1
7555,559
7556,-1
7557,752
7558,110
7559,147
7560,55
7561,-1
7562,-1
7563,258
7564,532
7565,735
7566,367
7567,-1
7568,132
7569,437
7570,-1
7571,132
7572,-1
7573,300
7574,344
7575,709
7576,302
7577,267
7578,678
7579,491
7580,678
7581,139
7582,328
7583,778
7584,710
7585,635
7586,-1
7587,-1
7588,530
7589,662
7590,662
7591,-1
7592,586
7593,272
7594,731
7595,-1
7596,522
7597,-1
7598,724
7599,274
7600,272
7601,271
7602,273
7603,271
7604,273
7605,106
7606,207
7607,515
7608,-1
7609,406
7610,-1
7611,-1
7612,-1
7613,679
7614,-1
7615,234
7616,679
7617,-1
7618,-1
7619,136
7620,-1
7621,-1
7622,-1
7623,275
7624,275
7625,-1
7626,-1
7627,428
7628,-1
7629,-1
7630,472
7631,591
7632,688
7633,-1
7634,-1
7635,-1
7636,363
7637,-1
7638,-1
7639,-1
7640,844
7641,-1
7642,-1
7643,382
7644,483
7645,-1
7646,666
7647,244
7648,735
7649,7
7650,240
7651,703
7652,-1
7653,-1
7654,-1
7655,389
7656,552
7657,-1
7658,518
7659,462
7660,526
7661,-1
7662,832
7663,511
7664,511
7665,511
7666,-1
7667,-1
7668,212
7669,581
7670,-1
7671,331
7672,691
7673,-1
7674,367
7675,7
7676,-1
7677,-1
7678,850
7679,-1
7680,687
7681,459
7682,-1
7683,-1
7684,-1
7685,-1
7686,489
7687,489
7688,-1
7689,-1
7690,-1
7691,550
7692,64
7693,-1
7694,205
7695,416
7696,-1
7697,-1
7698,-1
7699,375
7700,801
7701,-1
7702,-1
7703,553
7704,338
7705,653
7706,849
7707,-1
7708,513
7709,208
7710,125
7711,369
7712,215
7713,207
7714,714
7715,263
7716,141
7717,141
7718,-1
7719,-1
7720,530
7721,332
7722,102
7723,-1
7724,-1
7725,-1
7726,465
7727,-1
7728,-1
7729,-1
7730,-1
7731,-1
7732,-1
7733,146
7734,-1
7735,419
7736,189
7737,554
7738,-1
7739,648
7740,-1
7741,-1
7742,-1
7743,279
7744,-1
7745,-1
7746,35
7747,-1
7748,673
7749,-1
7750,653
7751,279
7752,324
7753,-1
7754,324
7755,565
7756,-1
7757,278
7758,214
7759,-1
7760,-1
7761,-1
7762,324
7763,-1
7764,-1
7765,-1
7766,-1
7767,-1
7768,-1
7769,-1
7770,40
7771,680
7772,243
7773,-1
7774,635
7775,823
7776,7
7777,-1
7778,-1
7779,346
7780,-1
7781,-1
7782,-1
7783,391
7784,771
7785,-1
7786,-1
7787,-1
7788,536
7789,-1
7790,658
7791,658
7792,275
7793,363
7794,-1
7795,545
7796,671
7797,480
7798,815
7799,-1
7800,-1
7801,9
7802,691
7803,751
7804,-1
7805,625
7806,731
7807,731
7808,-1
7809,604
7810,767
7811,767
7812,767
7813,137
7814,652
7815,703
7816,2
7817,-1
7818,-1
7819,-1
7820,703
7821,-1
7822,-1
7823,486
7824,823
7825,815
7826,195
7827,-1
7828,-1
7829,-1
7830,228
7831,483
7832,-1
7833,-1
7834,240
7835,73
7836,-1
7837,73
7838,-1
7839,304
7840,237
7841,250
7842,250
7843,-1
7844,255
7845,252
7846,255
7847,250
7848,252
7849,-1
7850,237
7851,252
7852,255
7853,252
7854,-1
7855,237
7856,-1
7857,673
7858,717
7859,177
7860,-1
7861,775
7862,-1
7863,706
7864,723
7865,624
7866,416
7867,763
7868,343
7869,343
7870,289
7871,-1
7872,788
7873,-1
7874,-1
7875,-1
7876,240
7877,267
7878,-1
7879,343
7880,-1
7881,-1
7882,-1
7883,-1
7884,480
7885,480
7886,480
7887,-1
7888,-1
7889,86
7890,651
7891,-1
7892,480
7893,-1
7894,-1
7895,322
7896,-1
7897,358
7898,-1
7899,212
7900,711
7901,7
7902,564
7903,711
7904,711
7905,690
7906,275
7907,588
7908,473
7909,206
7910,-1
7911,542
7912,649
7913,711
7914,711
7915,-1
7916,192
7917,230
7918,-1
7919,-1
7920,-1
7921,711
7922,-1
7923,203
7924,579
7925,-1
7926,480
7927,797
7928,-1
7929,441
7930,51
7931,695
7932,189
7933,577
7934,480
7935,302
7936,302
7937,302
7938,306
7939,788
7940,555
7941,-1
7942,-1
7943,642
7944,-1
7945,464
7946,810
7947,-1
7948,87
7949,711
7950,767
7951,598
7952,-1
7953,-1
